rowId,id,category,symbolPath,symbol,type,source,relevance,relevanceToCrabSync,readStatus,naturalObservationStatus,argumentMetadataStatus,ownershipAuthorityStatus,visibilityDirection,lifecycleCoverage,persistenceUiCoverage,writeApplyStatus,safetyClassification,terminalDisposition,coverageDisposition,nextRequiredObservation,checklistLinks,checklistLinkage,coverageCapabilities
script-crabchampions-crabgamestateui-countdownanim-property,script-crabchampions-crabgamestateui-countdownanim-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:CountdownAnim,CrabGameStateUI.CountdownAnim,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-countdowndifficultymodifiertext-property,script-crabchampions-crabgamestateui-countdowndifficultymodifiertext-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:CountdownDifficultyModifierText,CrabGameStateUI.CountdownDifficultyModifierText,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-countdowndifficultymodifierverticalbox-property,script-crabchampions-crabgamestateui-countdowndifficultymodifierverticalbox-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:CountdownDifficultyModifierVerticalBox,CrabGameStateUI.CountdownDifficultyModifierVerticalBox,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-countdownmessagetext-property,script-crabchampions-crabgamestateui-countdownmessagetext-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:CountdownMessageText,CrabGameStateUI.CountdownMessageText,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-countdownsound-property,script-crabchampions-crabgamestateui-countdownsound-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:CountdownSound,CrabGameStateUI.CountdownSound,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-countdowntime-property,script-crabchampions-crabgamestateui-countdowntime-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:CountdownTime,CrabGameStateUI.CountdownTime,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-countdownverticalbox-property,script-crabchampions-crabgamestateui-countdownverticalbox-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:CountdownVerticalBox,CrabGameStateUI.CountdownVerticalBox,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-countdownwarningsound-property,script-crabchampions-crabgamestateui-countdownwarningsound-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:CountdownWarningSound,CrabGameStateUI.CountdownWarningSound,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-currenttimetext-property,script-crabchampions-crabgamestateui-currenttimetext-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:CurrentTimeText,CrabGameStateUI.CurrentTimeText,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-difficultytext-property,script-crabchampions-crabgamestateui-difficultytext-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:DifficultyText,CrabGameStateUI.DifficultyText,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-gameplaymessageanim-property,script-crabchampions-crabgamestateui-gameplaymessageanim-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:GameplayMessageAnim,CrabGameStateUI.GameplayMessageAnim,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-gameplaymessagetext-property,script-crabchampions-crabgamestateui-gameplaymessagetext-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:GameplayMessageText,CrabGameStateUI.GameplayMessageText,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-initanim-property,script-crabchampions-crabgamestateui-initanim-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:InitAnim,CrabGameStateUI.InitAnim,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-minigamehighscoretext-property,script-crabchampions-crabgamestateui-minigamehighscoretext-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:MinigameHighScoreText,CrabGameStateUI.MinigameHighScoreText,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-minigamehighscoretitletext-property,script-crabchampions-crabgamestateui-minigamehighscoretitletext-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:MinigameHighScoreTitleText,CrabGameStateUI.MinigameHighScoreTitleText,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-minigamehorizontalbox-property,script-crabchampions-crabgamestateui-minigamehorizontalbox-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:MinigameHorizontalBox,CrabGameStateUI.MinigameHorizontalBox,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-minigamescoretext-property,script-crabchampions-crabgamestateui-minigamescoretext-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:MinigameScoreText,CrabGameStateUI.MinigameScoreText,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-minigamescoretitletext-property,script-crabchampions-crabgamestateui-minigamescoretitletext-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:MinigameScoreTitleText,CrabGameStateUI.MinigameScoreTitleText,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-objectivegoaltext-property,script-crabchampions-crabgamestateui-objectivegoaltext-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:ObjectiveGoalText,CrabGameStateUI.ObjectiveGoalText,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-objectivetext-property,script-crabchampions-crabgamestateui-objectivetext-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:ObjectiveText,CrabGameStateUI.ObjectiveText,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-objectiveverticalbox-property,script-crabchampions-crabgamestateui-objectiveverticalbox-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:ObjectiveVerticalBox,CrabGameStateUI.ObjectiveVerticalBox,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-onchattextcommitted-event,script-crabchampions-crabgamestateui-onchattextcommitted-event,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:OnChatTextCommitted,CrabGameStateUI.OnChatTextCommitted,event,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",not applicable; passive observation candidate,not observed naturally,object-dump signature exposes 2 parameter(s); runtime values unobserved,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,no official apply behavior identified,passive-observation-only,needs_coverage,needs-coverage,"Trigger this behavior naturally and capture the passive hook, redacted arguments, pre/post state, authority, lifecycle, UI follow-up, and remote visibility.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-onupdatedcountdowndifficultymodifieranim-property,script-crabchampions-crabgamestateui-onupdatedcountdowndifficultymodifieranim-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:OnUpdatedCountdownDifficultyModifierAnim,CrabGameStateUI.OnUpdatedCountdownDifficultyModifierAnim,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-onupdatedminigamescoreanim-property,script-crabchampions-crabgamestateui-onupdatedminigamescoreanim-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:OnUpdatedMinigameScoreAnim,CrabGameStateUI.OnUpdatedMinigameScoreAnim,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-onupdatedobjectivegoalanim-property,script-crabchampions-crabgamestateui-onupdatedobjectivegoalanim-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:OnUpdatedObjectiveGoalAnim,CrabGameStateUI.OnUpdatedObjectiveGoalAnim,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-playerstateuiverticalbox-property,script-crabchampions-crabgamestateui-playerstateuiverticalbox-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:PlayerStateUIVerticalBox,CrabGameStateUI.PlayerStateUIVerticalBox,property,object dump,"Multiplayer ownership, authority, and visibility; may reveal replication direction, natural follow-up, ownership, or UI behavior.","Multiplayer ownership, authority, and visibility; may reveal replication direction, natural follow-up, ownership, or UI behavior.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-receivedchatsound-property,script-crabchampions-crabgamestateui-receivedchatsound-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:ReceivedChatSound,CrabGameStateUI.ReceivedChatSound,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-spectatingplayernametext-property,script-crabchampions-crabgamestateui-spectatingplayernametext-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:SpectatingPlayerNameText,CrabGameStateUI.SpectatingPlayerNameText,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",raw identity excluded; fingerprint-only observation untested,not applicable to raw identity; only redacted fingerprints may be observed,raw text/value access forbidden; length/fingerprint metadata only,identity correlation only; never gameplay authority,untested with raw identity disabled,untested with raw identity disabled,raw identity must not be persisted or displayed by RuntimeProbe,forbidden; identity is not an apply or carrier path,redacted-fingerprint-only,needs_coverage,needs-coverage,"Use only bounded fingerprints to correlate host/joined-client sessions across join, travel, reconnect, and disconnect; never emit raw identity.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
script-crabchampions-crabgamestateui-spectatingverticalbox-property,script-crabchampions-crabgamestateui-spectatingverticalbox-property,multiplayer-ownership,/Script/CrabChampions.CrabGameStateUI:SpectatingVerticalBox,CrabGameStateUI.SpectatingVerticalBox,property,object dump,"Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.","Multiplayer ownership, authority, and visibility; object or state candidate materially connected to complete CrabSync evidence coverage.",untested,not observed naturally,object-dump property type: ObjectProperty,unknown; requires host and joined-client natural observation,unknown,untested,candidate relationship identified; qualifying persistence/UI evidence incomplete,raw write forbidden; seek official function/event alternative,untested-read-only-candidate,needs_coverage,needs-coverage,"Capture a clean, scoped read in stable host and joined-client contexts, then repeat across lifecycle transitions.",coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,coverage-multiplayer-ownership; ownership-playerstate-gamestate; world-ui-follow-up,multiplayer-ownership-and-visibility
